Keyword,Score
ibm,-0.049
subscript,-0.049
center,-0.049
seven,-0.049
producing,-0.0491
converges,-0.0491
concur,-0.0492
looking,-0.0492
lying,-0.0492
iron,-0.0493
suitably,-0.0493
relaxed,-0.0493
tions,-0.0493
intimate,-0.0494
tabular,-0.0494
behaves,-0.0494
convert,-0.0494
designated,-0.0495
frequently,-0.0495
families,-0.0496
counteracting,-0.0496
3003,-0.0496
deionization,-0.0496
304,-0.0496
avove,-0.0496
chamber,-0.0497
h2,-0.0497
capacity,-0.0497
chords,-0.0498
affirmative,-0.0498
jointly,-0.05
unequal,-0.05
perplexing,-0.05
light,-0.05
defect,-0.05
simplicity,-0.05
jupiter,-0.0501
johnson,-0.0501
safe,-0.0501
conformity,-0.0501
cowlings,-0.0502
memorandum,-0.0502
intersections,-0.0502
multiplied,-0.0502
longest,-0.0502
cloud,-0.0502
combinations,-0.0502
lewis,-0.0503
stored,-0.0503
guaranteed,-0.0504
t6,-0.0504
limits,-0.0504
violet,-0.0505
nicolson,-0.0505
pseudo,-0.0507
isolated,-0.0507
854,-0.0508
providing,-0.0508
hurwitz,-0.0509
configuration,-0.0509
remember,-0.051
arranged,-0.051
produces,-0.051
lacquer,-0.0511
cavity,-0.0512
meyer,-0.0512
systematized,-0.0512
minimization,-0.0512
bare,-0.0513
row,-0.0513
exploited,-0.0514
optical,-0.0514
key,-0.0515
despite,-0.0515
symmetry,-0.0515
combined,-0.0516
modifies,-0.0516
colder,-0.0516
secant,-0.0517
colour,-0.0517
dewpoint,-0.0518
standards,-0.0518
answer,-0.052
ias,-0.052
hoped,-0.052
tuft,-0.0521
governed,-0.0521
apply,-0.0521
fort,-0.0522
close,-0.0522
elemental,-0.0522
economical,-0.0522
diurnal,-0.0523
troublesome,-0.0523
tion,-0.0523
parasol,-0.0523
mix,-0.0523
converge,-0.0523
amounts,-0.0524
replacement,-0.0524
behaved,-0.0524
products,-0.0524
chief,-0.0525
contains,-0.0525
uniformity,-0.0526
closed,-0.0526
chord,-0.0526
225,-0.0526
independence,-0.0527
tang,-0.0528
gibbs,-0.0529
nocturnal,-0.0529
help,-0.0529
disregarding,-0.0529
im,-0.053
indefinitely,-0.053
smoke,-0.053
misaligned,-0.053
39,-0.053
planeto,-0.0531
admixture,-0.0531
gap,-0.0531
martian,-0.0532
joining,-0.0532
clausing,-0.0533
irregularities,-0.0533
environments,-0.0533
superposed,-0.0533
5th,-0.0533
prevalence,-0.0534
philos,-0.0534
scope,-0.0534
inadequate,-0.0534
manifest,-0.0534
compact,-0.0535
remains,-0.0535
38,-0.0535
goes,-0.0536
63a2xx,-0.0536
sensitive,-0.0537
reason,-0.0537
unit,-0.0538
liouville,-0.0538
78,-0.0538
suffer,-0.0539
psia,-0.0539
langer,-0.054
decide,-0.054
devising,-0.054
ignores,-0.054
limiting,-0.0541
biot,-0.0542
days,-0.0542
base,-0.0542
533,-0.0542
nonmagnetic,-0.0544
binary,-0.0545
devise,-0.0545
raleigh,-0.0545
closer,-0.0545
rows,-0.0545
taxiing,-0.0546
beings,-0.0546
content,-0.0546
inadmissable,-0.0546
prepared,-0.0546
investigaion,-0.0547
radon,-0.0547
green,-0.0547
employment,-0.0547
choosing,-0.0547
group,-0.0547
attitudes,-0.0549
restrictive,-0.0549
hole,-0.055
3430,-0.0551
unaccompanied,-0.0551
ion,-0.0551
ignoring,-0.0551
according,-0.0552
belief,-0.0552
kilometres,-0.0552
precise,-0.0554
helpful,-0.0554
resting,-0.0554
110,-0.0554
enquiry,-0.0555
believes,-0.0555
carborundum,-0.0556
electrons,-0.0556
national,-0.0556
425,-0.0556
excrescence,-0.0557
postbuckling,-0.0558
nielsen,-0.0558
sucked,-0.0558
fits,-0.0558
fage,-0.0558
connects,-0.0558
reducing,-0.0558
420,-0.0559
acceptance,-0.0559
corrective,-0.056
salts,-0.056
satisfied,-0.056
having,-0.0562
argued,-0.0562
symposium,-0.0563
land,-0.0563
tungsten,-0.0565
values,-0.0565
218,-0.0565
537,-0.0566
exponent,-0.0566
begs,-0.0567
case,-0.0567
joins,-0.0567
complexity,-0.0567
table,-0.0567
recurrence,-0.0568
intergranular,-0.0568
simple,-0.0568
diatomic,-0.0569
duralumin,-0.0569
largest,-0.0569
npl,-0.0569
anomalous,-0.0569
synge,-0.057
report,-0.057
grouped,-0.0571
worth,-0.0571
admitted,-0.0571
indicating,-0.0571
amplification,-0.0571
admitting,-0.0573
law,-0.0573
hoff,-0.0573
ture,-0.0573
listing,-0.0573
forum,-0.0574
connexion,-0.0574
failure,-0.0574
42,-0.0575
nonsimilar,-0.0575
roe,-0.0576
attention,-0.0576
accomplish,-0.0576
started,-0.0577
igc,-0.0578
grams,-0.0578
quoted,-0.0578
giese,-0.0578
fourth,-0.0579
cent,-0.0579
t4,-0.0579
reduce,-0.0579
silencing,-0.058
rely,-0.058
earth,-0.058
complicated,-0.058
intercrystalline,-0.0581
corresponding,-0.0581
idealizations,-0.0581
1103a,-0.0582
kept,-0.0583
continues,-0.0583
800,-0.0583
recommendation,-0.0583
orbital,-0.0584
possio,-0.0585
selecting,-0.0585
oblate,-0.0585
copper,-0.0586
situation,-0.0586
allowance,-0.0587
planck,-0.0587
mum,-0.0587
coincides,-0.0587
normal,-0.0587
graphite,-0.0588
octahedral,-0.0589
affords,-0.0589
quality,-0.0589
production,-0.0589
62,-0.0589
union,-0.059
homogenous,-0.0591
neglects,-0.0591
humidity,-0.0592
observes,-0.0592
average,-0.0592
chester,-0.0593
counterparts,-0.0593
trouble,-0.0594
quantum,-0.0596
meridians,-0.0596
general,-0.0596
unified,-0.0596
kutta,-0.0597
day,-0.0597
seasons,-0.0597
decimal,-0.0599
numberical,-0.06
inasmuch,-0.06
autocorrelation,-0.06
300,-0.06
libby,-0.0601
minimizing,-0.0601
department,-0.0602
answered,-0.0602
prepare,-0.0604
beds,-0.0604
representing,-0.0604
cyclic,-0.0605
outside,-0.0606
molecules,-0.0606
september,-0.0607
nodal,-0.0608
ideal,-0.0608
conformally,-0.0608
thermocouples,-0.0609
317,-0.061
veiocity,-0.0611
pointing,-0.0611
1959,-0.0612
words,-0.0613
publication,-0.0613
tional,-0.0614
roghness,-0.0614
electron,-0.0614
concentrations,-0.0615
simplified,-0.0616
honeycomb,-0.0617
discoverer,-0.0617
correcting,-0.0617
hopelessly,-0.0618
repeated,-0.0618
freeze,-0.0618
equating,-0.062
minimise,-0.062
f8u,-0.0621
laws,-0.0621
mol,-0.0623
multiplying,-0.0623
written,-0.0624
coundary,-0.0625
relate,-0.0625
sensor,-0.0625
fraction,-0.0625
nonzero,-0.0626
unlike,-0.0627
consistently,-0.0627
195e,-0.0627
begins,-0.0627
88,-0.0627
qualitiative,-0.0629
field,-0.0629
self,-0.063
correlating,-0.063
479,-0.0631
sheltered,-0.0632
238,-0.0634
wooded,-0.0635
kelley,-0.0635
solution,-0.0635
substituting,-0.0636
advisory,-0.0636
ring,-0.0636
woods,-0.0637
storage,-0.0638
craft,-0.0638
o2,-0.0638
irritant,-0.0639
fixing,-0.0639
season,-0.0639
richmond,-0.064
frustrations,-0.064
acr,-0.0641
3792,-0.0642
governs,-0.0642
finding,-0.0642
uniquely,-0.0642
2p,-0.0645
floor,-0.0645
argument,-0.0645
almen,-0.0646
typified,-0.0646
200,-0.0646
merging,-0.0646
solutions,-0.0647
permit,-0.0648
concerns,-0.0648
atoms,-0.0648
radiative,-0.0649
establish,-0.0649
times,-0.065
bands,-0.065
tractor,-0.065
amplified,-0.0651
sextic,-0.0652
cooler,-0.0652
laboratories,-0.0653
journal,-0.0653
mc,-0.0653
combination,-0.0653
magneto,-0.0654
centers,-0.0654
polynomial,-0.0654
tedious,-0.0655
abundantly,-0.0655
assistance,-0.0655
magnetogas,-0.0655
holland,-0.0655
iteration,-0.0655
japan,-0.0656
substitution,-0.0656
flugge,-0.0657
diamond,-0.0657
finds,-0.0658
sin,-0.0658
joint,-0.0658
platinum,-0.0659
sense,-0.0659
atom,-0.0659
87,-0.066
organization,-0.0661
amplifying,-0.0662
standoff,-0.0662
combining,-0.0662
accurately,-0.0662
ions,-0.0662
rake,-0.0663
pt,-0.0663
kingdom,-0.0664
great,-0.0664
hub,-0.0666
nontoxic,-0.0667
contributing,-0.0667
beane,-0.0668
majority,-0.0668
hankel,-0.0668
plan,-0.0669
1869,-0.0671
inequalities,-0.0671
favor,-0.0672
supporting,-0.0673
displays,-0.0673
random,-0.0673
stratford,-0.0674
correctly,-0.0674
area,-0.0674
acetate,-0.0675
box,-0.0675
sand,-0.0675
simplifications,-0.0675
determinant,-0.0676
buried,-0.0677
flocculent,-0.0678
trial,-0.0678
setting,-0.0678
comparable,-0.0678
inafinite,-0.068
antisymmetrical,-0.0681
sanger,-0.0681
closest,-0.0682
radiation,-0.0682
cathode,-0.0683
association,-0.0683
nonsphere,-0.0683
525,-0.0683
instead,-0.0684
labor,-0.0684
dust,-0.0685
column,-0.0685
quartic,-0.0686
located,-0.0686
completeness,-0.0686
metals,-0.0686
oc,-0.0688
4th,-0.0688
qm,-0.0689
july,-0.0689
cussed,-0.069
checks,-0.069
tical,-0.069
furnishing,-0.069
constituents,-0.0691
contamination,-0.0691
uniformly,-0.0692
consolidate,-0.0693
solves,-0.0693
5772,-0.0694
logical,-0.0694
adjoint,-0.0695
supplorted,-0.0695
heterogeneous,-0.0695
noise,-0.0696
disposable,-0.0696
blue,-0.0696
enforced,-0.0696
562,-0.0698
reformulated,-0.07
nullify,-0.0701
correlation,-0.0701
dirt,-0.0702
tetrachloride,-0.0703
stainless,-0.0704
index,-0.0705
pinkerton,-0.0705
repeat,-0.0705
minnesota,-0.0705
molecule,-0.0705
nonaligned,-0.0706
constitution,-0.0707
deal,-0.0707
established,-0.0708
proper,-0.0708
squares,-0.0708
universal,-0.0709
1856,-0.0709
hopeless,-0.0709
multiply,-0.0709
revolution,-0.071
excused,-0.071
counter,-0.071
behave,-0.0711
rational,-0.0711
uhf,-0.0711
widespread,-0.0712
tomotika,-0.0713
wheel,-0.0715
node,-0.0716
insuring,-0.0716
marked,-0.0717
orthogonal,-0.0717
sears,-0.0718
council,-0.0719
riccati,-0.0719
smallest,-0.072
singly,-0.0721
consumption,-0.0721
satisfactorily,-0.0721
58,-0.0721
distributed,-0.0722
manometer,-0.0722
uniform,-0.0722
constant,-0.0722
satellites,-0.0723
corporation,-0.0723
orthogonally,-0.0723
maps,-0.0723
mercury,-0.0724
parkes,-0.0726
companion,-0.0726
scarce,-0.0727
isotope,-0.0727
minimize,-0.0727
valueless,-0.0729
f40umerical,-0.0729
solving,-0.0729
avaluated,-0.073
centrally,-0.0733
locally,-0.0735
multibay,-0.0735
stone,-0.0735
substitute,-0.0735
phosphorescent,-0.0736
angular,-0.0736
multiplicative,-0.0736
putting,-0.0736
392,-0.0736
regard,-0.0738
centre,-0.0739
ph,-0.074
diversified,-0.074
papreg,-0.0741
mag,-0.0741
spectrum,-0.0741
metal,-0.0741
modest,-0.0742
civil,-0.0743
permissable,-0.0744
arrangement,-0.0744
little,-0.0745
dead,-0.0745
represented,-0.0745
tne,-0.0747
coincident,-0.0747
neglect,-0.0748
correct,-0.0748
manufacturing,-0.0748
226,-0.0749
giving,-0.0749
letting,-0.0749
compensating,-0.075
hash,-0.0752
responsible,-0.0753
junction,-0.0753
corroborate,-0.0754
inquire,-0.0754
irbm,-0.0756
kuo,-0.0756
correlate,-0.0756
cubics,-0.0757
melting,-0.0759
localized,-0.076
sequence,-0.0761
ab,-0.0763
pertain,-0.0763
status,-0.0764
nodes,-0.0764
venus,-0.0765
collectively,-0.0765
observing,-0.0766
lunar,-0.0767
hours,-0.0767
44,-0.0767
plans,-0.0768
monatomic,-0.077
grand,-0.077
unconservative,-0.0771
october,-0.0771
cycles,-0.0772
paris,-0.0772
thermometers,-0.0772
annual,-0.0773
furnaces,-0.0774
frequency,-0.0775
palte,-0.0776
investigators,-0.0777
entitled,-0.0778
meridian,-0.0779
solar,-0.078
2601,-0.078
prescribed,-0.0781
orthogonality,-0.0782
radian,-0.0782
delta,-0.0783
afford,-0.0783
ionized,-0.0783
countries,-0.0785
262,-0.0785
act,-0.0785
labour,-0.0789
vicinity,-0.079
ardc,-0.0791
cold,-0.0791
limit,-0.0792
generalised,-0.0792
valuedness,-0.0793
ambient,-0.0794
lifetime,-0.0794
periodically,-0.0794
preston,-0.0795
right,-0.0796
hypass,-0.0797
methane,-0.0799
overlooks,-0.08
local,-0.0801
band,-0.0801
depression,-0.0802
thermometer,-0.0803
inadequacy,-0.0804
bureau,-0.0806
point,-0.0808
hg,-0.0808
cooled,-0.0808
normalized,-0.081
govern,-0.081
verifies,-0.0812
shapiro,-0.0814
laufer,-0.0814
believing,-0.0814
continuous,-0.0814
idealization,-0.0815
reproduce,-0.0816
manufacture,-0.0817
inexpensive,-0.0817
occasions,-0.0817
pitot,-0.0818
sustaining,-0.0818
cambridge,-0.0819
congress,-0.0819
rand,-0.0819
coincide,-0.0819
cowling,-0.082
representable,-0.0822
minimum,-0.0822
substantiate,-0.0823
operative,-0.0825
cubic,-0.0825
frequencies,-0.0827
solve,-0.0828
advent,-0.0829
convergent,-0.083
700f,-0.0831
397,-0.0832
co2,-0.0833
news,-0.0834
nagamatsu,-0.0835
mars,-0.0835
equate,-0.0836
mapping,-0.0836
resolution,-0.0837
mark,-0.0838
night,-0.0838
seasonal,-0.0838
latitudes,-0.084
275,-0.084
cellulose,-0.0841
value,-0.0841
things,-0.0842
insensitive,-0.0843
neighbouring,-0.0848
compromises,-0.0849
compares,-0.0849
circumstance,-0.0849
substantiates,-0.085
resolve,-0.0851
magnesium,-0.0851
memorial,-0.0851
solidification,-0.0852
cos,-0.0854
cases,-0.0854
figs,-0.0855
investigating,-0.0856
simplification,-0.0856
stanton,-0.0857
truth,-0.0858
contaminating,-0.0858
belleville,-0.0859
relax,-0.0859
boxes,-0.086
concentration,-0.0863
centres,-0.0864
quote,-0.0864
correspondingly,-0.0864
heliocentric,-0.0867
disagreement,-0.0867
closing,-0.0867
multiplications,-0.0867
imperfect,-0.0868
median,-0.087
chemically,-0.087
satisfaction,-0.0871
conforms,-0.0871
incorporated,-0.0874
aid,-0.0876
arrangements,-0.0876
room,-0.0876
nitrogen,-0.0878
say,-0.0878
clay,-0.0879
localize,-0.0879
contribute,-0.0879
carbon,-0.0882
map,-0.0883
ogee,-0.0883
insure,-0.0884
atomic,-0.0884
582,-0.0887
supply,-0.0891
plant,-0.0891
standpoint,-0.0892
apropriate,-0.0892
broke,-0.0892
latitude,-0.0892
distributing,-0.0894
radii,-0.0897
freezing,-0.0897
tn,-0.0898
squared,-0.0898
rubesin,-0.09
walkden,-0.0901
hayes,-0.0903
belong,-0.0903
quieting,-0.0905
square,-0.0905
points,-0.0907
rube,-0.0907
quadratically,-0.0907
situated,-0.0908
sequel,-0.0909
doing,-0.0909
mind,-0.0909
deals,-0.0909
bounary,-0.0912
troubles,-0.0912
valued,-0.0913
makes,-0.0915
cal,-0.0919
fulfillment,-0.0921
advocated,-0.0921
handled,-0.0922
avenues,-0.0922
adequacy,-0.0925
treats,-0.0926
society,-0.0926
centered,-0.0926
chem,-0.0927
specialise,-0.0928
ammonium,-0.0928
accurate,-0.0928
keeping,-0.0928
280,-0.0929
combines,-0.0929
spoken,-0.0932
gathered,-0.0932
constantly,-0.0934
microwave,-0.0935
nonunity,-0.0935
distributes,-0.0936
dana,-0.0937
letter,-0.0937
orr,-0.0938
efforts,-0.0938
monoxide,-0.0939
working,-0.094
encounter,-0.094
freedom,-0.0941
telemetered,-0.0942
deficiency,-0.0943
london,-0.0944
founded,-0.0945
sensible,-0.0946
attitude,-0.0947
june,-0.0947
making,-0.0947
pod,-0.0948
caret,-0.0948
maintainance,-0.0948
apogee,-0.0949
contracts,-0.095
root,-0.0952
duplicating,-0.0953
nasa,-0.0953
company,-0.0953
unhappy,-0.0954
radiate,-0.0956
sort,-0.0958
correspond,-0.0959
relaxing,-0.0959
concerned,-0.0961
nickel,-0.0964
ames,-0.0964
nonconservative,-0.0964
concurring,-0.0965
silica,-0.0966
locating,-0.0966
hays,-0.0967
tolerated,-0.0967
dealt,-0.0967
closeness,-0.0967
plants,-0.0967
repair,-0.097
iowa,-0.0972
millikan,-0.0972
db,-0.0973
conflict,-0.0973
near,-0.0975
speaking,-0.0976
california,-0.0976
concern,-0.0976
radiates,-0.0977
accordance,-0.0983
agreeing,-0.0984
la,-0.0985
fig,-0.0985
shuffle,-0.0986
work,-0.0986
represents,-0.0986
symmetric,-0.0986
maintenance,-0.0987
conform,-0.0988
make,-0.0989
coverage,-0.099
practitioners,-0.0991
satisfies,-0.0993
quart,-0.0994
feb,-0.0995
nearest,-0.0998
629,-0.1001
spaced,-0.1006
equally,-0.1007
cooperation,-0.1007
correlated,-0.1008
oxide,-0.1011
massachusetts,-0.1014
surveyed,-0.1014
obeys,-0.1016
agreement,-0.1017
corresponds,-0.102
thermo,-0.1021
3344,-0.1022
prescribing,-0.1023
660,-0.1026
fewer,-0.1028
common,-0.103
pairs,-0.103
sugar,-0.1031
pai,-0.1034
sign,-0.1041
telemeter,-0.1042
periodic,-0.1043
york,-0.1046
maintain,-0.1046
acts,-0.1048
locate,-0.1055
public,-0.1057
met,-0.1058
idealizing,-0.1061
equal,-0.1065
casing,-0.1067
people,-0.1068
fl,-0.1071
molybdenum,-0.1073
life,-0.1073
quadratic,-0.1074
sperical,-0.1075
collaboration,-0.1077
establishment,-0.1077
permits,-0.1077
simplifying,-0.1077
accord,-0.1079
world,-0.1081
environmental,-0.1081
satellite,-0.1081
disequilibrium,-0.1082
considers,-0.1092
poor,-0.1093
unitary,-0.1099
methanol,-0.11
brass,-0.1102
reservation,-0.1108
inequality,-0.1109
matters,-0.111
collocation,-0.1114
tolerable,-0.1116
idealized,-0.1116
customary,-0.1117
625,-0.1118
encounters,-0.1128
location,-0.1132
denomination,-0.1133
typifies,-0.1136
opportunely,-0.1139
simplify,-0.1143
accommodated,-0.1147
stony,-0.1151
aligned,-0.1152
daytime,-0.1152
nonequilibrium,-0.1153
telemetering,-0.1156
307,-0.1157
laborious,-0.1158
h2o,-0.1158
workers,-0.1169
incorporation,-0.1169
collaborators,-0.117
locations,-0.117
obey,-0.117
simplifies,-0.1175
supplies,-0.1175
miss,-0.1176
agency,-0.1176
roots,-0.1181
pair,-0.1182
avenue,-0.1184
hall,-0.1185
temperature,-0.1185
country,-0.1191
mounds,-0.1197
satisfy,-0.1201
quotation,-0.1203
neighbourhood,-0.1207
chemistry,-0.1208
maintaining,-0.121
obeying,-0.121
spots,-0.1212
rf,-0.1212
chemical,-0.1213
moon,-0.1213
ministry,-0.1215
poincare,-0.1219
china,-0.1221
hromas,-0.1223
equality,-0.1223
accommodation,-0.1225
equals,-0.1236
america,-0.1236
compromise,-0.1241
matching,-0.1242
state,-0.1248
represent,-0.1252
availability,-0.1259
central,-0.1259
devoted,-0.1265
localised,-0.1267
neighborhood,-0.1269
states,-0.1273
warren,-0.1277
treatment,-0.1277
crocco,-0.1282
home,-0.1285
orgin,-0.1285
temperatures,-0.1293
coolant,-0.13
missions,-0.1308
stores,-0.1319
matter,-0.1329
grasshof,-0.133
housing,-0.134
doctor,-0.1351
satelite,-0.1356
inorganic,-0.1363
381,-0.1363
catered,-0.1373
quartz,-0.1391
temp,-0.1406
warranted,-0.1407
contracting,-0.1411
cornell,-0.1428
meeting,-0.1428
coolants,-0.1438
service,-0.1446
meet,-0.1459
cope,-0.1476
place,-0.1481
meets,-0.1486
btu,-0.1487
treatments,-0.1491
station,-0.1492
tolerances,-0.1504
store,-0.152
neighbourhoods,-0.1523
tending,-0.1544
cure,-0.1558
facilities,-0.1596
noncommunicating,-0.1597
mission,-0.1615
sq,-0.1623
stations,-0.165
respects,-0.1663
care,-0.1667
places,-0.1678
treated,-0.1691
tao,-0.1714
facility,-0.1777
dealing,-0.1812
treat,-0.1836
tolerance,-0.1878
respect,-0.1916
quest,-0.1966
treating,-0.248
